_id,about_me,age,creation_date,display_name,down_votes,id,last_access_date,location,profile_image_url,reputation,up_votes,views,website_url
614ca7906378ff93c07f346e,null,null,2008-09-16T18:31:08.370Z,Matthew Cole,9,13348,2021-03-15T19:26:38.797Z,"Madison, WI",https://i.stack.imgur.com/i2cEN.png,1299,163,187,null
614ca7906378ff93c07f346f,null,null,2008-09-16T20:56:32.217Z,user13810,0,13810,2008-10-16T19:22:24.340Z,null,null,108,23,16,null
614ca7906378ff93c07f3470,"<p>Owner, NacreData L.L.C. </p>

<p>unix sys admin, iOS and web application programmer, manager of development projects</p>",null,2008-09-17T03:50:49.553Z,Devin Ceartas,14,14897,2020-02-27T04:59:59.980Z,"Chapel Hill, NC",null,4591,87,467,http://www.nacredata.com
614ca7906378ff93c07f3471,null,null,2008-09-17T14:00:29.010Z,Kociub,0,16003,2015-04-12T11:03:05.807Z,null,null,51,15,43,null
614ca7906378ff93c07f3472,"<p>I'm a senior software engineer at Practice Fusion.
<br><br>
Want to hire me? Check out my StackOverflow Careers CV</p>",null,2008-09-18T14:06:39.203Z,Ryan Michela,2,17715,2020-07-16T20:30:11.127Z,United States,null,7834,85,559,http://www.ryanmichela.com
614ca7906378ff93c07f3473,null,null,2008-09-18T22:11:29.617Z,florin,19,18308,2021-01-05T04:46:27.713Z,Minnesota,null,13260,177,661,http://iucha.net/~florin/bit_on_the_bus/
614ca7906378ff93c07f3474,Coder,null,2008-09-19T14:51:37.270Z,Michiel,0,18922,2009-03-17T14:09:28.870Z,Netherlands,null,352,12,49,http://pseudonumerology.dev-hell.com
614ca7906378ff93c07f3475,"<p>I am a software engineer currently working at Doctor On Demand.</p>
<ul>
<li><a href=""https://gitlab.com/chadgh"" rel=""nofollow noreferrer"">GitLab profile</a></li>
<li><a href=""https://github.com/chadgh"" rel=""nofollow noreferrer"">GitHub profile</a></li>
</ul>",null,2008-09-19T15:45:55.797Z,chadgh,1,18992,2021-09-03T14:15:30.393Z,United States,https://i.stack.imgur.com/1BimY.jpg?s=128&g=1,7635,56,259,https://chadgh.com/resume
614ca7906378ff93c07f3476,"PhD Candidate, Developer",null,2008-09-19T19:43:51.717Z,Bill Zeller,0,19234,2010-06-19T20:09:07.280Z,"Princeton, NJ",null,1296,4,393,http://www.from.bz
614ca7906378ff93c07f3477,null,null,2008-09-19T20:15:20.737Z,SeaDrive,0,19267,2013-08-07T14:12:31.377Z,Connecticut,null,3742,7,332,null
614ca7906378ff93c07f3478,"<p>Writing about programmer's health and fitness issues at <a href=""http://adamnuttall.co.uk"" rel=""nofollow"">http://adamnuttall.co.uk</a></p>

<p>Web developer based in Manchester, England.</p>",null,2008-09-20T14:33:44.167Z,Adam Nuttall,2,19640,2019-09-10T09:14:07.583Z,"Manchester, United Kingdom",null,477,55,108,http://adamnuttall.co.uk
614ca7906378ff93c07f3479,null,null,2008-09-20T17:45:10.340Z,indiv,1192,19719,2019-08-20T20:34:42.747Z,"Mesa, AZ, United States",https://www.gravatar.com/avatar/3355303796cad8b9ea85993abc9030aa?s=128&d=identicon&r=PG&f=1,16050,3251,1606,null
614ca7906378ff93c07f347a,null,null,2008-09-23T04:01:31.993Z,Jibba,1,20885,2021-05-24T15:29:02.967Z,null,null,426,334,69,null
614ca7906378ff93c07f347b,Computer Programmer turned Lawyer.,null,2008-09-24T15:12:14.853Z,sethbc,1,21722,2021-08-05T04:25:59.213Z,"New York, NY",null,3057,130,80,http://sethbc.org
614ca7906378ff93c07f347c,null,null,2008-09-25T15:40:21.703Z,Martin Probst,23,22227,2021-09-01T15:20:17.447Z,"San Francisco, CA",null,8977,222,828,http://probst.io
614ca7906378ff93c07f347d,null,null,2008-09-29T15:32:37.983Z,Srinivas,0,23487,2021-08-26T08:44:02.593Z,"London,UK",null,1303,42,217,null
614ca7906378ff93c07f347e,null,null,2008-09-30T08:12:29.967Z,Carl Björknäs,0,23708,2021-09-02T12:54:17.583Z,null,null,553,123,45,null
614ca7906378ff93c07f347f,"<p>Senior software engineer at Intel, Santa Clara</p>",null,2008-10-03T17:20:17.200Z,hendrixski,3,24920,2019-07-31T20:46:11.690Z,"San Francisco, CA",null,1114,57,182,null
614ca7906378ff93c07f3480,null,null,2008-10-06T20:28:33.137Z,user25623,0,25623,2009-10-06T20:42:49.083Z,null,null,235,15,50,null
614ca7906378ff93c07f3481,"<p>Martijn works as a senior advisor at InnoValor B.V. in the Netherlands and is mostly interested in [Java], [Android], [security].</p>",null,2008-10-12T10:31:58.037Z,martijno,16,27190,2021-09-01T15:03:02.667Z,Netherlands,null,1705,951,394,http://martijno.blogspot.com
614ca7906378ff93c07f3482,Good C++ and COM Developer,null,2008-10-16T16:27:08.003Z,Vinay,3,28641,2011-03-23T17:20:46.813Z,"Bangalore, India",null,4683,388,4707,http://geocities.com/vinayakumaratv
614ca7906378ff93c07f3483,"<p>Just some guy, y'know? I write code for Industrial Light &amp; Magic.</p>

<p>I'm writing a book on Objective-C. Or rather, I was. Thanks to Apple, I'm now writing a book on Swift. You can check it out <a href=""http://mpd.im/wrox-swift"" rel=""nofollow"">here</a>.</p>

<hr>

<p>Oh, I also wrote a <a href=""http://mpd.im/stackim"" rel=""nofollow"">URL shortener for Stack Overflow profiles</a>. Feel free to use it if you want!</p>",null,2008-10-17T03:04:38.717Z,mipadi,335,28804,2021-09-02T05:03:24.640Z,"San Francisco, CA",null,365122,2727,14058,http://monkey-robot.com
